,load_vm_pu,load_va_deg,gen_va_deg,load_gen_va_deg,va_degree,q_mvar
76,1.0,0.496015625,0.939,0.5372,0.5421452991452992,0.1882991452991453
77,1.0,0.5003125,0.94125,0.5423111111111111,0.5466153846153846,0.19047008547008548
78,1.0,0.505171875,0.94475,0.5469777777777778,0.5513076923076923,0.19453846153846155
79,1.0,0.509828125,0.94775,0.5521111111111111,0.556034188034188,0.19858119658119658
80,1.0,0.514328125,0.95025,0.5568,0.5604700854700855,0.20217094017094017
81,1.0,0.518078125,0.9535,0.5610222222222222,0.5643675213675213,0.20587179487179488
82,1.0,0.522265625,0.956,0.5651555555555555,0.5684188034188035,0.20967521367521366
83,1.0,0.527,0.958375,0.5702222222222222,0.5731196581196581,0.21286324786324787
84,1.0,0.531078125,0.960375,0.5749555555555556,0.5773076923076923,0.21557264957264957
85,1.0,0.53534375,0.96275,0.5788222222222222,0.5812905982905983,0.21832478632478633
86,1.0,0.539828125,0.963625,0.5827333333333333,0.5853076923076923,0.2211025641025641
87,1.0,0.54440625,0.966,0.5868444444444444,0.5895555555555556,0.22428205128205128
88,1.0,0.548953125,0.968625,0.5906666666666667,0.5936923076923077,0.2287948717948718
89,1.0,0.5526875,0.9705,0.5944666666666667,0.5973247863247864,0.2342991452991453
90,1.0,0.556796875,0.97275,0.5978222222222223,0.601017094017094,0.2394102564102564
91,1.0,0.560984375,0.9755,0.6015111111111111,0.6049145299145299,0.24294871794871795
92,1.0,0.56534375,0.978,0.605,0.6088119658119658,0.24552991452991452
93,1.0,0.56984375,0.979375,0.609,0.6129059829059829,0.2477094017094017
94,1.0,0.57421875,0.98025,0.6126,0.6167435897435898,0.24944444444444444
95,1.0,0.578640625,0.982375,0.6164,0.6207692307692307,0.2513418803418803
96,1.0,0.582859375,0.984375,0.6199111111111111,0.6245641025641026,0.25288034188034186
97,1.0,0.58715625,0.985,0.6234444444444445,0.6283162393162394,0.2545042735042735
98,1.0,0.591875,0.986625,0.6267777777777778,0.6322905982905983,0.25625641025641027
99,1.0,0.59634375,0.988625,0.6308,0.6364188034188034,0.2578376068376068
