,load_vm_pu,load_va_deg,gen_va_deg,load_gen_va_deg,va_degree,q_mvar
72,1.0,0.50253125,0.949,0.5490444444444444,0.5509487179487179,0.2134102564102564
73,1.0,0.50728125,0.952125,0.5534,0.5554358974358974,0.2156837606837607
74,1.0,0.512046875,0.9545,0.5582888888888888,0.56008547008547,0.21681196581196582
75,1.0,0.51628125,0.9565,0.5628666666666666,0.5642991452991453,0.21794871794871795
76,1.0,0.5205625,0.9595,0.5676,0.5686666666666667,0.21923076923076923
77,1.0,0.525328125,0.961875,0.5725555555555556,0.5733418803418804,0.22035042735042734
78,1.0,0.529765625,0.963375,0.5766888888888889,0.5774615384615385,0.2214957264957265
79,1.0,0.534140625,0.965875,0.5807333333333333,0.5815811965811966,0.22258119658119657
80,1.0,0.53871875,0.96825,0.5844,0.5856581196581196,0.22376068376068375
81,1.0,0.5435,0.970125,0.5885333333333334,0.589991452991453,0.22494871794871796
82,1.0,0.548328125,0.972375,0.5923555555555555,0.5942564102564103,0.22664957264957264
83,1.0,0.55209375,0.974625,0.5961777777777778,0.5979401709401709,0.22815384615384615
84,1.0,0.55675,0.9775,0.5996222222222222,0.602008547008547,0.2301794871794872
85,1.0,0.561375,0.979125,0.6035333333333334,0.6061538461538462,0.2324017094017094
86,1.0,0.565671875,0.98,0.6072222222222222,0.6099829059829059,0.2356068376068376
87,1.0,0.570625,0.982375,0.6115333333333334,0.6145128205128205,0.23947008547008547
88,1.0,0.575171875,0.984375,0.6153777777777778,0.6186153846153846,0.24405128205128204
89,1.0,0.579578125,0.985,0.6187555555555555,0.6223675213675214,0.24862393162393162
90,1.0,0.5845,0.9865,0.6225333333333334,0.6266153846153846,0.25285470085470085
91,1.0,0.588828125,0.988625,0.6265333333333334,0.6306666666666667,0.25565811965811963
92,1.0,0.5935,0.989625,0.6302444444444445,0.6347179487179487,0.25790598290598293
93,1.0,0.598046875,0.990125,0.6336888888888889,0.6385641025641026,0.25975213675213676
94,1.0,0.60265625,0.991625,0.6377333333333334,0.6427435897435897,0.2614102564102564
95,1.0,0.606734375,0.9925,0.6412444444444444,0.6463846153846153,0.2631025641025641
96,1.0,0.611015625,0.9945,0.6451111111111111,0.6503504273504274,0.26464102564102565
97,1.0,0.615515625,0.995375,0.6485777777777778,0.6542051282051282,0.26637606837606836
98,1.0,0.61990625,0.996,0.6524666666666666,0.6581452991452992,0.2678974358974359
99,1.0,0.6243125,0.996375,0.6564,0.662094017094017,0.26952991452991454
